26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
Hard red spring,Grain inspections,Egypt,"1,000 bushels",2010/11,MY Jun-May,5499
Hard red spring,Grain inspections,Germany,"1,000 bushels",2010/11,MY Jun-May,772
Hard red spring,Grain inspections,Guadeloupe,"1,000 bushels",2010/11,MY Jun-May,16
Hard red spring,Grain inspections,Iraq,"1,000 bushels",2010/11,MY Jun-May,5268
Hard red spring,Grain inspections,Kenya,"1,000 bushels",2010/11,MY Jun-May,1010
Hard red spring,Grain inspections,Morocco,"1,000 bushels",2010/11,MY Jun-May,3516
Hard red spring,Grain inspections,Mozambique,"1,000 bushels",2010/11,MY Jun-May,518
Hard red spring,Grain inspections,Netherlands,"1,000 bushels",2010/11,MY Jun-May,675
Hard red spring,Grain inspections,Portugal,"1,000 bushels",2010/11,MY Jun-May,1201
Hard red spring,Grain inspections,Rep. of South Africa,"1,000 bushels",2010/11,MY Jun-May,3275
Hard red spring,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2010/11,MY Jun-May,685
Hard red spring,Grain inspections,Turkey,"1,000 bushels",2010/11,MY Jun-May,20593
Hard red spring,Grain inspections,United Arab Emirates,"1,000 bushels",2010/11,MY Jun-May,606
Hard red spring,Grain inspections,Saudi Arabia,"1,000 bushels",2010/11,MY Jun-May,7882
Hard red spring,Grain inspections,Oman,"1,000 bushels",2010/11,MY Jun-May,889
Hard red spring,Grain inspections,Malawi,"1,000 bushels",2010/11,MY Jun-May,367
Soft white,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,180349
Durum,Grain inspections,Italy,"1,000 bushels",2010/11,MY Jun-May,14267
Durum,Grain inspections,Algeria,"1,000 bushels",2010/11,MY Jun-May,3801
Durum,Grain inspections,Venezuela,"1,000 bushels",2010/11,MY Jun-May,3484
Durum,Grain inspections,Belgium,"1,000 bushels",2010/11,MY Jun-May,1287
Durum,Grain inspections,Panama,"1,000 bushels",2010/11,MY Jun-May,217
Durum,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,353
Durum,Grain inspections,Netherlands,"1,000 bushels",2010/11,MY Jun-May,324
Durum,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,3583
All wheat,Grain inspections,Netherlands,"1,000 bushels",2010/11,MY Jun-May,999
All wheat,Grain inspections,Syria,"1,000 bushels",2010/11,MY Jun-May,3127
All wheat,Grain inspections,Belgium,"1,000 bushels",2010/11,MY Jun-May,4280
All wheat,Grain inspections,Burma,"1,000 bushels",2010/11,MY Jun-May,712
All wheat,Grain inspections,Malawi,"1,000 bushels",2010/11,MY Jun-May,790
All wheat,Grain inspections,Liberia,"1,000 bushels",2010/11,MY Jun-May,477
Hard red spring,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,322273
All wheat,Grain inspections,Namibia,"1,000 bushels",2010/11,MY Jun-May,1596
Soft red winter,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,22838
All wheat,Grain inspections,Saudi Arabia,"1,000 bushels",2010/11,MY Jun-May,22023
All wheat,Grain inspections,Hong Kong,"1,000 bushels",2010/11,MY Jun-May,100
Soft red winter,Grain inspections,China,"1,000 bushels",2010/11,MY Jun-May,138
Soft red winter,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,6619
Soft red winter,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,16297
Soft red winter,Grain inspections,Egypt,"1,000 bushels",2010/11,MY Jun-May,28264
Soft red winter,Grain inspections,Egypt,"1,000 bushels",2011/12,MY Jun-May,26212
Soft red winter,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,16047
Soft red winter,Grain inspections,Colombia,"1,000 bushels",2011/12,MY Jun-May,8069
Soft red winter,Grain inspections,China,"1,000 bushels",2011/12,MY Jun-May,3739
All wheat,Grain inspections,Hong Kong,"1,000 bushels",2011/12,MY Jun-May,175
All wheat,Grain inspections,Saudi Arabia,"1,000 bushels",2011/12,MY Jun-May,2087
Soft red winter,Grain inspections,Mexico,"1,000 bushels",2011/12,MY Jun-May,50123
Hard red spring,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,242427
All wheat,Grain inspections,Liberia,"1,000 bushels",2011/12,MY Jun-May,721
All wheat,Grain inspections,Burma,"1,000 bushels",2011/12,MY Jun-May,731
All wheat,Grain inspections,Belgium,"1,000 bushels",2011/12,MY Jun-May,2008
All wheat,Grain inspections,United Arab Emirates,"1,000 bushels",2011/12,MY Jun-May,1091
All wheat,Grain inspections,Netherlands,"1,000 bushels",2011/12,MY Jun-May,1096
Durum,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,1911
Durum,Grain inspections,Netherlands,"1,000 bushels",2011/12,MY Jun-May,234
Durum,Grain inspections,Guatemala,"1,000 bushels",2011/12,MY Jun-May,523
Durum,Grain inspections,Panama,"1,000 bushels",2011/12,MY Jun-May,225
Durum,Grain inspections,Belgium,"1,000 bushels",2011/12,MY Jun-May,464
Durum,Grain inspections,Venezuela,"1,000 bushels",2011/12,MY Jun-May,1386
Durum,Grain inspections,Algeria,"1,000 bushels",2011/12,MY Jun-May,2724
Durum,Grain inspections,Italy,"1,000 bushels",2011/12,MY Jun-May,9172
Soft white,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,200707
Hard red spring,Grain inspections,Belgium,"1,000 bushels",2011/12,MY Jun-May,1544
Hard red spring,Grain inspections,Guadeloupe,"1,000 bushels",2011/12,MY Jun-May,16
Hard red spring,Grain inspections,Iraq,"1,000 bushels",2011/12,MY Jun-May,1891
Hard red spring,Grain inspections,Mozambique,"1,000 bushels",2011/12,MY Jun-May,997
Hard red spring,Grain inspections,Portugal,"1,000 bushels",2011/12,MY Jun-May,456
Hard red spring,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2011/12,MY Jun-May,1044
Soft white,Grain inspections,Ecuador,"1,000 bushels",2011/12,MY Jun-May,1167
Soft white,Grain inspections,Egypt,"1,000 bushels",2011/12,MY Jun-May,2289
Soft white,Grain inspections,Sweden,"1,000 bushels",2011/12,MY Jun-May,48
Soft white,Grain inspections,Switzerland,"1,000 bushels",2011/12,MY Jun-May,7
Soft white,Grain inspections,St. Kitts-Nevis,"1,000 bushels",2011/12,MY Jun-May,8
All wheat,Grain inspections,Tanzania,"1,000 bushels",2011/12,MY Jun-May,1464
All wheat,Grain inspections,Belize,"1,000 bushels",2011/12,MY Jun-May,753
All wheat,Grain inspections,Barbados,"1,000 bushels",2011/12,MY Jun-May,1422
All wheat,Grain inspections,Singapore,"1,000 bushels",2011/12,MY Jun-May,2123
All wheat,Grain inspections,Nicaragua,"1,000 bushels",2011/12,MY Jun-May,2614
All wheat,Grain inspections,Bangladesh,"1,000 bushels",2011/12,MY Jun-May,4313
All wheat,Grain inspections,Iraq,"1,000 bushels",2011/12,MY Jun-May,21009
Hard red spring,Grain inspections,Burma,"1,000 bushels",2011/12,MY Jun-May,620
All wheat,Grain inspections,Cameroon,"1,000 bushels",2011/12,MY Jun-May,257
All wheat,Grain inspections,Spain,"1,000 bushels",2011/12,MY Jun-May,22806
Hard red spring,Grain inspections,Singapore,"1,000 bushels",2011/12,MY Jun-May,623
Hard red spring,Grain inspections,Belize,"1,000 bushels",2011/12,MY Jun-May,384
Hard red spring,Grain inspections,Cameroon,"1,000 bushels",2011/12,MY Jun-May,257
Soft white,Grain inspections,Hong Kong,"1,000 bushels",2011/12,MY Jun-May,175
Soft white,Grain inspections,Burma,"1,000 bushels",2011/12,MY Jun-May,72
Soft white,Grain inspections,Colombia,"1,000 bushels",2011/12,MY Jun-May,569
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",2011/12,MY Jun-May,2012
Hard red spring,Grain inspections,Barbados,"1,000 bushels",2011/12,MY Jun-May,1253
Hard red winter,Grain inspections,China,"1,000 bushels",2011/12,MY Jun-May,51
Soft white,Grain inspections,Bangladesh,"1,000 bushels",2011/12,MY Jun-May,3465
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",2011/12,MY Jun-May,69
Hard red winter,Grain inspections,Nicaragua,"1,000 bushels",2011/12,MY Jun-May,122
Hard red winter,Grain inspections,Tanzania,"1,000 bushels",2011/12,MY Jun-May,1464
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",2011/12,MY Jun-May,848
Soft white,Grain inspections,Mexico,"1,000 bushels",2011/12,MY Jun-May,17441
Hard red winter,Grain inspections,Liberia,"1,000 bushels",2011/12,MY Jun-May,721
Hard red winter,Grain inspections,Panama,"1,000 bushels",2011/12,MY Jun-May,1236
Hard red spring,Grain inspections,Colombia,"1,000 bushels",2011/12,MY Jun-May,1981
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",2011/12,MY Jun-May,1532
Hard red spring,Grain inspections,Ghana,"1,000 bushels",2011/12,MY Jun-May,353
All wheat,Grain inspections,Afghanistan,"1,000 bushels",2011/12,MY Jun-May,937
Hard red spring,Grain inspections,Panama,"1,000 bushels",2011/12,MY Jun-May,1467
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",2011/12,MY Jun-May,8120
All wheat,Grain inspections,Ghana,"1,000 bushels",2011/12,MY Jun-May,2308
All wheat,Grain inspections,United Kingdom,"1,000 bushels",2011/12,MY Jun-May,2594
All wheat,Grain inspections,Haiti,"1,000 bushels",2011/12,MY Jun-May,3099
All wheat,Grain inspections,Algeria,"1,000 bushels",2011/12,MY Jun-May,6540
All wheat,Grain inspections,Panama,"1,000 bushels",2011/12,MY Jun-May,5788
All wheat,Grain inspections,Vietnam,"1,000 bushels",2011/12,MY Jun-May,3746
All wheat,Grain inspections,Trinidad,"1,000 bushels",2011/12,MY Jun-May,4303
All wheat,Grain inspections,Costa Rica,"1,000 bushels",2011/12,MY Jun-May,5830
All wheat,Grain inspections,Ethiopia,"1,000 bushels",2011/12,MY Jun-May,10426
All wheat,Grain inspections,Israel,"1,000 bushels",2011/12,MY Jun-May,9815
All wheat,Grain inspections,Malaysia,"1,000 bushels",2011/12,MY Jun-May,8196
All wheat,Grain inspections,Jamaica,"1,000 bushels",2011/12,MY Jun-May,6803
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",2011/12,MY Jun-May,5464
All wheat,Grain inspections,Ecuador,"1,000 bushels",2011/12,MY Jun-May,3855
Soft white,Grain inspections,Guatemala,"1,000 bushels",2011/12,MY Jun-May,6190
All wheat,Grain inspections,Honduras,"1,000 bushels",2011/12,MY Jun-May,6052
Soft white,Grain inspections,Afghanistan,"1,000 bushels",2011/12,MY Jun-May,937
Soft white,Grain inspections,Vietnam,"1,000 bushels",2011/12,MY Jun-May,1247
Soft white,Grain inspections,Chile,"1,000 bushels",2011/12,MY Jun-May,6257
Soft white,Grain inspections,Malaysia,"1,000 bushels",2011/12,MY Jun-May,1175
Soft white,Grain inspections,Singapore,"1,000 bushels",2011/12,MY Jun-May,1497
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",2011/12,MY Jun-May,2202
Soft white,Grain inspections,China,"1,000 bushels",2011/12,MY Jun-May,3872
Soft white,Grain inspections,Taiwan,"1,000 bushels",2011/12,MY Jun-May,4743
Soft white,Grain inspections,Thailand,"1,000 bushels",2011/12,MY Jun-May,6274
Soft white,Grain inspections,Yemen,"1,000 bushels",2011/12,MY Jun-May,15339
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",2011/12,MY Jun-May,43735
Soft white,Grain inspections,Indonesia,"1,000 bushels",2011/12,MY Jun-May,10886
Soft white,Grain inspections,Japan,"1,000 bushels",2011/12,MY Jun-May,40928
Soft white,Grain inspections,Philippines,"1,000 bushels",2011/12,MY Jun-May,30184
Hard white,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,5086
Hard white,Grain inspections,Taiwan,"1,000 bushels",2011/12,MY Jun-May,83
Hard white,Grain inspections,Malaysia,"1,000 bushels",2011/12,MY Jun-May,387
Hard white,Grain inspections,Philippines,"1,000 bushels",2011/12,MY Jun-May,3
Hard white,Grain inspections,Uruguay,"1,000 bushels",2011/12,MY Jun-May,1
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",2011/12,MY Jun-May,1224
Hard red winter,Grain inspections,Ghana,"1,000 bushels",2011/12,MY Jun-May,1955
Hard red winter,Grain inspections,Philippines,"1,000 bushels",2011/12,MY Jun-May,1832
Hard red winter,Grain inspections,Iraq,"1,000 bushels",2011/12,MY Jun-May,19118
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",2011/12,MY Jun-May,1903
Hard white,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,4612
Hard red spring,Grain inspections,Chile,"1,000 bushels",2011/12,MY Jun-May,720
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",2011/12,MY Jun-May,1775
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",2011/12,MY Jun-May,2418
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",2011/12,MY Jun-May,14512
Hard red spring,Grain inspections,Spain,"1,000 bushels",2011/12,MY Jun-May,3878
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",2011/12,MY Jun-May,5621
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",2011/12,MY Jun-May,2594
Hard red spring,Grain inspections,Honduras,"1,000 bushels",2011/12,MY Jun-May,1735
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",2011/12,MY Jun-May,66
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,3173
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",2011/12,MY Jun-May,3266
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",2011/12,MY Jun-May,5612
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",2011/12,MY Jun-May,6372
Hard red spring,Grain inspections,Italy,"1,000 bushels",2011/12,MY Jun-May,4502
Hard red spring,Grain inspections,Mexico,"1,000 bushels",2011/12,MY Jun-May,7059
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",2011/12,MY Jun-May,10725
Hard red spring,Grain inspections,Thailand,"1,000 bushels",2011/12,MY Jun-May,7928
All wheat,Grain inspections,Egypt,"1,000 bushels",2011/12,MY Jun-May,34839
All wheat,Grain inspections,Guatemala,"1,000 bushels",2011/12,MY Jun-May,22391
All wheat,Grain inspections,El Salvador,"1,000 bushels",2011/12,MY Jun-May,861
All wheat,Grain inspections,Yemen,"1,000 bushels",2011/12,MY Jun-May,15339
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",2011/12,MY Jun-May,874
Hard red winter,Grain inspections,Haiti,"1,000 bushels",2011/12,MY Jun-May,3099
Hard red winter,Grain inspections,Honduras,"1,000 bushels",2011/12,MY Jun-May,1936
Hard red winter,Grain inspections,Thailand,"1,000 bushels",2011/12,MY Jun-May,4252
Hard red winter,Grain inspections,Indonesia,"1,000 bushels",2011/12,MY Jun-May,4965
Hard red winter,Grain inspections,Israel,"1,000 bushels",2011/12,MY Jun-May,9815
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",2011/12,MY Jun-May,10426
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",2011/12,MY Jun-May,649
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",2011/12,MY Jun-May,9597
Hard red winter,Grain inspections,Chile,"1,000 bushels",2011/12,MY Jun-May,5012
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",2011/12,MY Jun-May,9147
Soft red winter,Grain inspections,Italy,"1,000 bushels",2011/12,MY Jun-May,992
Soft red winter,Grain inspections,Morocco,"1,000 bushels",2011/12,MY Jun-May,1
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",2011/12,MY Jun-May,174
Soft red winter,Grain inspections,Netherlands,"1,000 bushels",2011/12,MY Jun-May,862
Soft red winter,Grain inspections,Spain,"1,000 bushels",2011/12,MY Jun-May,18928
Soft red winter,Grain inspections,Sri Lanka,"1,000 bushels",2011/12,MY Jun-May,1040
Soft red winter,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,159705
All wheat,Grain inspections,Chile,"1,000 bushels",2011/12,MY Jun-May,13571
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",2011/12,MY Jun-May,20016
All wheat,Grain inspections,Peru,"1,000 bushels",2011/12,MY Jun-May,21239
All wheat,Grain inspections,Venezuela,"1,000 bushels",2011/12,MY Jun-May,22127
All wheat,Grain inspections,Thailand,"1,000 bushels",2011/12,MY Jun-May,18454
All wheat,Grain inspections,Italy,"1,000 bushels",2011/12,MY Jun-May,14666
All wheat,Grain inspections,Colombia,"1,000 bushels",2011/12,MY Jun-May,18105
All wheat,Grain inspections,Indonesia,"1,000 bushels",2011/12,MY Jun-May,32965
All wheat,Grain inspections,Taiwan,"1,000 bushels",2011/12,MY Jun-May,33001
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",2011/12,MY Jun-May,79738
All wheat,Grain inspections,Philippines,"1,000 bushels",2011/12,MY Jun-May,75635
Durum,Grain inspections,Germany,"1,000 bushels",2011/12,MY Jun-May,895
Durum,Grain inspections,Japan,"1,000 bushels",2011/12,MY Jun-May,24
Durum,Grain inspections,Tunisia,"1,000 bushels",2011/12,MY Jun-May,356
All wheat,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,121817
All wheat,Grain inspections,Japan,"1,000 bushels",2011/12,MY Jun-May,129592
All wheat,Grain inspections,Mexico,"1,000 bushels",2011/12,MY Jun-May,144471
Soft red winter,Grain inspections,Vietnam,"1,000 bushels",2011/12,MY Jun-May,12
Soft red winter,Grain inspections,Malaysia,"1,000 bushels",2011/12,MY Jun-May,38
Durum,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,18049
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2011/12,MY Jun-May,154
Soft red winter,Grain inspections,Brazil,"1,000 bushels",2011/12,MY Jun-May,4124
Soft red winter,Grain inspections,Belize,"1,000 bushels",2011/12,MY Jun-May,369
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2011/12,MY Jun-May,169
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",2011/12,MY Jun-May,8807
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",2011/12,MY Jun-May,8976
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",2011/12,MY Jun-May,9228
Hard red winter,Grain inspections,Peru,"1,000 bushels",2011/12,MY Jun-May,17182
Hard red winter,Grain inspections,Colombia,"1,000 bushels",2011/12,MY Jun-May,7486
Hard red winter,Grain inspections,Japan,"1,000 bushels",2011/12,MY Jun-May,35513
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",2011/12,MY Jun-May,96074
Hard red winter,Grain inspections,Mexico,"1,000 bushels",2011/12,MY Jun-May,69848
All wheat,Grain inspections,Djibouti,"1,000 bushels",2011/12,MY Jun-May,2762
All wheat,Grain inspections,Germany,"1,000 bushels",2011/12,MY Jun-May,895
All wheat,Grain inspections,Guadeloupe,"1,000 bushels",2011/12,MY Jun-May,16
All wheat,Grain inspections,Jordan,"1,000 bushels",2011/12,MY Jun-May,3762
All wheat,Grain inspections,Kenya,"1,000 bushels",2011/12,MY Jun-May,1065
All wheat,Grain inspections,Morocco,"1,000 bushels",2011/12,MY Jun-May,1
All wheat,Grain inspections,Mozambique,"1,000 bushels",2011/12,MY Jun-May,10708
All wheat,Grain inspections,Portugal,"1,000 bushels",2011/12,MY Jun-May,456
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2011/12,MY Jun-May,1044
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2011/12,MY Jun-May,684
All wheat,Grain inspections,Sudan,"1,000 bushels",2011/12,MY Jun-May,1
All wheat,Grain inspections,Sweden,"1,000 bushels",2011/12,MY Jun-May,48
All wheat,Grain inspections,Switzerland,"1,000 bushels",2011/12,MY Jun-May,7
All wheat,Grain inspections,Tunisia,"1,000 bushels",2011/12,MY Jun-May,356
All wheat,Grain inspections,Turkey,"1,000 bushels",2011/12,MY Jun-May,22
All wheat,Grain inspections,Uruguay,"1,000 bushels",2011/12,MY Jun-May,1
All wheat,Grain inspections,St. Kitts-Nevis,"1,000 bushels",2011/12,MY Jun-May,8
All wheat,Grain inspections,Iran,"1,000 bushels",2011/12,MY Jun-May,7254
All wheat,Grain inspections,Oman,"1,000 bushels",2011/12,MY Jun-May,1617
All wheat,Grain inspections,Congo (Kinshasa),"1,000 bushels",2011/12,MY Jun-May,1246
All wheat,Grain inspections,Burundi,"1,000 bushels",2011/12,MY Jun-May,139
All wheat,Grain inspections,Madagascar,"1,000 bushels",2011/12,MY Jun-May,367
All wheat,Grain inspections,Total,"1,000 bushels",2011/12,MY Jun-May,1034628
Hard red spring,Grain inspections,China,"1,000 bushels",2011/12,MY Jun-May,13010
