Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Nov",96.268494
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Oct",95.166183
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Oct",101.780049
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Sep",110.598537
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Sep",105.821856
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Simple average",105.85247575
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Simple average",100
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Apr",117.947277
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Apr",103.617234
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Aug",78.264081
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Aug",84.877947
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Dec",102.88236
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Dec",90.756939
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Feb",104.352108
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Feb",95.166183
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Jan",92.961561
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Jan",103.617234
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Jul",74.957148
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Jul",86.347695
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Jun",84.877947
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Jun",74.589711
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Mar",112.803159
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Mar",98.105679
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","May",117.947277
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","May",103.617234
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Nov",90.389502
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Nov",103.249797
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Oct",84.51051
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Oct",94.063872
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Sep",90.756939
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Sep",79.366392
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1977/78","Simple average",100.310301
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1977/78","Simple average",86
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Apr",129.705261
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Apr",110.598537
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Aug",105.821856
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Aug",115.375218
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Dec",124.561143
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Dec",110.598537
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Feb",128.60295
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Feb",109.863663
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Jan",109.863663
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Jan",125.663454
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1978/79","Jul",103.249797
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1978/79","Jul",115.375218
