Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Apr",5098.81835775505
"Durum","Durum food use","1,000 bushels","2020/21","Apr",6430.93955418847
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Aug",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Aug",4287.89757167366
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Aug",1794.77740698079
"All wheat","Food use","1,000 bushels","2020/21","Aug",85906.6738498797
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Aug",81413.5536851869
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Aug",2496.28895054255
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Aug",510.046295049382
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Aug",6186.98213701957
"Durum","Durum food use","1,000 bushels","2020/21","Aug",8173.22479251274
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Dec",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Dec",1637.09150468809
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Dec",3797.51978619207
"All wheat","Food use","1,000 bushels","2020/21","Dec",76988.2078746656
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Dec",72827.7795931617
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Dec",2198.46946087956
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Dec",559.387837718549
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Dec",5317.5059472357
"Durum","Durum food use","1,000 bushels","2020/21","Dec",6956.5875703967
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Feb",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Feb",3086.7950949042
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Feb",1376.24481019122
"All wheat","Food use","1,000 bushels","2020/21","Feb",76870.0001097794
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Feb",73159.4498250664
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Feb",1830.50374881218
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Feb",494.119945872324
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Feb",5791.50417051457
"Durum","Durum food use","1,000 bushels","2020/21","Feb",7127.88797345443
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Jan",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Jan",1483.21087497484
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jan",3486.70382181429
"All wheat","Food use","1,000 bushels","2020/21","Jan",77748.3237417968
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Jan",73744.8307949573
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jan",2053.1314990556
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Jan",527.815753509459
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Jan",5640.45357024122
"Durum","Durum food use","1,000 bushels","2020/21","Jan",7165.76931578736
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Jul",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jul",4299.09887264838
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Jul",1695.22433218248
"All wheat","Food use","1,000 bushels","2020/21","Jul",79095.1987408288
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Jul",74491.3242003629
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jul",2550.8570718752
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Jul",529.986911294915
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Jul",5298.43561543611
"Durum","Durum food use","1,000 bushels","2020/21","Jul",7319.3057760164
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Jun",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Jun",1771.333834092
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jun",4130.71196620472
"All wheat","Food use","1,000 bushels","2020/21","Jun",75852.5105291018
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Jun",71493.1323969891
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Jun",2442.65339622306
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Jun",512.342635701818
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Jun",6242.79499190331
"Durum","Durum food use","1,000 bushels","2020/21","Jun",8173.10575242455
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Mar",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Mar",3212.28298216821
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Mar",1770.64045598479
"All wheat","Food use","1,000 bushels","2020/21","Mar",81060.3619061597
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Mar",77618.7193799762
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Mar",1799.2149618113
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Mar",505.469760919267
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Mar",5807.04225924421
"Durum","Durum food use","1,000 bushels","2020/21","Mar",7100.78746013625
"All wheat","Nonmilled food use","1,000 bushels","2020/21","May",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","May",1559.41403356415
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","May",3198.13383876944
"All wheat","Food use","1,000 bushels","2020/21","May",79722.4723117114
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","May",76083.7525065061
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","May",1725.12409804171
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","May",441.132525405722
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","May",5293.64761641455
"Durum","Durum food use","1,000 bushels","2020/21","May",6577.63918905054
"All wheat","Food use","1,000 bushels","2020/21","MY Jun-May",960524.544961822
"Durum","Durum food use","1,000 bushels","2020/21","MY Jun-May",87690.2238984886
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Nov",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Nov",3783.71100594091
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Nov",1789.47083293635
"All wheat","Food use","1,000 bushels","2020/21","Nov",81581.8211980352
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Nov",77587.5810250307
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Nov",2108.71073913415
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Nov",580.855489670819
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Nov",5776.14176209628
"Durum","Durum food use","1,000 bushels","2020/21","Nov",7303.99701155962
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Oct",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Oct",1758.96902675038
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Oct",3827.68080380452
"All wheat","Food use","1,000 bushels","2020/21","Oct",85129.3511588618
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Oct",81060.6393818077
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Oct",2129.24452190886
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Oct",697.665785087116
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Oct",6206.35229066802
"Durum","Durum food use","1,000 bushels","2020/21","Oct",7637.93102748976
"All wheat","Food use","1,000 bushels","2020/21","Q1 Jun-Aug",240854.38311981
"Durum","Durum food use","1,000 bushels","2020/21","Q1 Jun-Aug",23665.6363209537
"All wheat","Food use","1,000 bushels","2020/21","Q2 Sep-Nov",249252.147310648
"Durum","Durum food use","1,000 bushels","2020/21","Q2 Sep-Nov",22664.9765145212
"All wheat","Food use","1,000 bushels","2020/21","Q3 Dec-Feb",231606.531726242
"Durum","Durum food use","1,000 bushels","2020/21","Q3 Dec-Feb",21250.2448596385
"All wheat","Food use","1,000 bushels","2020/21","Q4 Mar-May",238811.482805122
"Durum","Durum food use","1,000 bushels","2020/21","Q4 Mar-May",20109.3662033753
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Sep",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Sep",3831.2564150305
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Sep",1575.40357572933
"All wheat","Food use","1,000 bushels","2020/21","Sep",82540.9749537514
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Sep",78285.1221144503
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Sep",2184.42838452604
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Sep",484.962156598535
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2020/21","Sep",6023.58224754433
"Durum","Durum food use","1,000 bushels","2020/21","Sep",7723.04847547183
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Apr",1608.94595852813
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Apr",3910.88529956335
"All wheat","Food use","1,000 bushels","2021/22","Apr",81510.6289743842
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Apr",77208.689633349
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Apr",2000
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Apr",575.175027801737
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Apr",2230.68424590341
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Apr",5122.79712468897
"Durum","Durum food use","1,000 bushels","2021/22","Apr",6778.30634279065
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Aug",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Aug",3156.7836040873
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Aug",1640.76635044184
"All wheat","Food use","1,000 bushels","2021/22","Aug",83753.50854455
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Aug",80237.4912909045
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Aug",1739.50456376057
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Aug",577.803758669363
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Aug",5533.97265679727
"Durum","Durum food use","1,000 bushels","2021/22","Aug",6695.67346188848
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Dec",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Dec",1495.30875658272
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Dec",3387.99895235538
"All wheat","Food use","1,000 bushels","2021/22","Dec",77754.0078488781
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Dec",73861.3176531054
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Dec",1817.88360273916
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Dec",537.466772373717
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Dec",4890.26124974104
"Durum","Durum food use","1,000 bushels","2021/22","Dec",6170.67808010648
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Feb",3277.51042725128
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Feb",1335.30352909078
"All wheat","Food use","1,000 bushels","2021/22","Feb",78973.629925282
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Feb",75031.4230271215
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Feb",2000
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Feb",442.259268098743
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Feb",1739.5346125196
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Feb",5379.96100624284
"Durum","Durum food use","1,000 bushels","2021/22","Feb",6677.2363506637
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Jan",1319.57178383626
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Jan",3513.6968582347
"All wheat","Food use","1,000 bushels","2021/22","Jan",79825.9075532235
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Jan",2000
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Jan",75631.782478825
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Jan",1982.19509675195
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Jan",390.731754634578
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Jan",5239.64403235935
"Durum","Durum food use","1,000 bushels","2021/22","Jan",6831.10737447672
"All wheat","Nonmilled food use","1,000 bushels","2021/22","Jul",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2021/22","Jul",2920.63298561712
"All wheat","Food exports","1,000 grain-equivalent bushels","2021/22","Jul",1505.47737595712
"All wheat","Food use","1,000 bushels","2021/22","Jul",76830.4127287221
"All wheat","Wheat ground for flour","1,000 bushels","2021/22","Jul",73415.2571190621
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2021/22","Jul",1577.24587620414
"Durum","Durum food exports","1,000 grain-equivalent bushels","2021/22","Jul",492.595501557653
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2021/22","Jul",4739.20841700525
